,fdc_id,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel
796516,1373806,"Tyson Foods, Inc.",TYSON,,23700044167,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CANOLA OIL, CHICKEN FLAVOR, CHICKEN STOCK, DEXTROSE, FLAVORS, MALTODEXTRIN, MOLASSES, SALT, SUGAR, YEAST EXTRACT.",,84.0,g,,"Pepperoni, Salami & Cold Cuts",LI,,2018-06-14,2021-02-26,United States,,,
798100,1375390,"Tyson Foods, Inc.",TYSON,,23700046789,"FULLY COOKED, SHAPED BREADED CHICKEN BREAST WITH RIB MEAT: BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, WHEAT FLOUR, CORN STARCH, CONTAINS 2% OR LESS OF THE FOLLOWING: CITRIC ACID, DEXTROSE, DRIED GARLIC, DRIED ONION, EXPELLER PRESSED CANOLA OIL, EXTRACTIVES OF PAPRIKA AND TURMERIC, GARLIC POWDER, GRILL FLAVOR (FROM SUNFLOWER OIL), HONEY SOLIDS, LACTIC ACID, LEAVENING (CREAM OF TARTAR, SODIUM BICARBONATE), MALTODEXTRIN, NATURAL FLAVORS, NATURAL SMOKE FLAVOR, ONION POWDER, RICE STARCH, ROSEMARY EXTRACT (TO PROTECT FLAVOR), SALT, SPICES, SUGAR, YEAST, YEAST EXTRACT, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL. TOPPED WITH: CHEESE: WHITE CHEDDAR CHEESE (PASTEURIZED MILK, SALT, CHEESE CULTURES, ENZYMES), MOZZARELLA CHEESE (PASTEURIZED PART SKIM MILK, SKIM MILK, SALT, CHEESE CULTURES, ENZYMES). BUFFALO STYLE RANCH SAUCE: CAYENNE PEPPER SAUCE (AGED CAYENNE RED PEPPERS, VINEGAR, WATER, SALT, AND GARLIC POWDER), WATER, SOYBEAN OIL, MODIFIED CORN STARCH, CONTAINS 2% OF LESS OF: SUGAR, NATURAL FLAVOR (MALTODEXTRIN, NATURAL BUTTER FLAVOR, ANNATTO, TURMERIC [FOR COLOR]), SEASONING (BUTTERMILK POWDER, WHEY POWDER, NATURAL FLAVOR [MALTODEXTRIN, NATURAL FLAVORS], MODIFIED CORN STARCH, SODIUM CITRATE, DISODIUM PHOSPHATE, XANTHAN GUM, GLYCERINE, NATURAL FLAVOR, METHYLCELLULOSE, SALT, DEHYDRATED ONION, TITANIUM DIOXIDE, DEHYDRATED GARLIC, PHOSPHORIC ACID, VINEGAR, GUM BLEND [XANTHAN GUM, GUAR GUM, SODIUM ALGINATE]), SPICE, PAPRIKA.",,63.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2018-09-04,2021-02-26,United States,,,
798110,1375400,"Tyson Foods, Inc.",TYSON,,23700048080,"FULLY COOKED, SHAPED BREADED CHICKEN BREAST WITH RIB MEAT: BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, WHEAT FLOUR, CORN STARCH, CONTAINS 2% OR LESS OF THE FOLLOWING: CITRIC ACID, DEXTROSE, DRIED GARLIC, DRIED ONION, EXPELLER PRESSED CANOLA OIL, EXTRACTIVES OF PAPRIKA AND TURMERIC, GARLIC POWDER, GRILL FLAVOR (FROM SUNFLOWER OIL), HONEY SOLIDS, LACTIC ACID, LEAVENING (CREAM OF TARTAR, SODIUM BICARBONATE), MALTODEXTRIN, NATURAL FLAVORS, NATURAL SMOKE FLAVOR, ONION POWDER, RICE STARCH, ROSEMARY EXTRACT (TO PROTECT FLAVOR), SALT, SPICES, SUGAR, YEAST, YEAST EXTRACT, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL. TOPPED WITH: MOZZARELLA CHEESE: PASTEURIZED PART SKIM MILK, SKIM MILK, SALT, CHEESE CULTURES, ENZYMES. MARINARA SAUCE: WATER, TOMATO PASTE, SEASONING BLEND (DEHYDRATED ONION AND GARLIC, SPICES), CONTAINS 2% OR LESS OF: MODIFIED CORN STARCH, SUGAR, SALT, DEHYDRATED GARLIC, PARMESAN CHEESE (PART SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), NATURAL FLAVOR, SEASONING (NATURAL FLAVOR, SMOKE FLAVOR, MODIFIED FOOD STARCH, PAPRIKA, XANTHAN GUM, GUM ACACIA, GUAR GUM). DICED PEPPERONI: PORK, BEEF, SALT, SPICES, SUGAR, LACTIC ACID STARTER CULTURE, EXTRACTIVE OF PAPRIKA, GARLIC POWDER, SPICE EXTRACTIVES, SODIUM NITRITE, BHA, BHT, CITRIC ACID.",,65.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2018-05-05,2021-02-26,United States,,,
798740,1376030,"Tyson Foods, Inc.",TYSON,,23700048004,"FULLY COOKED SEASONED BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, COATED WITH RED BELL PEPPER AND SPICES: BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CHICKEN BROTH, CHICKEN FAT, CHICKEN POWDER, DEHYDRATED RED BELL PEPPER, FLAVORS, GARLIC POWDER, MALTODEXTRIN, MODIFIED CORN STARCH, ONION POWDER, POTATO STARCH, SALT, SPICES, SUNFLOWER OIL, YEAST EXTRACT. CITRUS GARLIC GLAZE POUCH: CORN SYRUP, WATER, PINEAPPLE JUICE CONCENTRATE, GARLIC, MODIFIED CORN STARCH, CONTAINS 2% OR LESS OF ORANGE JUICE CONCENTRATE, ORANGE PEEL, LEMON JUICE CONCENTRATE, SOYBEAN OIL, SALT, GELATIN, KEY LIME JUICE CONCENTRATE, YEAST, CITRIC ACID, XANTHAN GUM, YEAST EXTRACT, NATURAL FLAVOR. CRISPY GARLIC POUCH: GARLIC, SUNFLOWER, SAFFLOWER AND/OR CANOLA OIL, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT.",,182.0,g,,Frozen Dinners & Entrees,LI,,2018-09-21,2021-02-26,United States,,,
800225,1377515,"Tyson Foods, Inc.",NOT A BRANDED ITEM,,23700014283,"CHICKEN WING SECTIONS, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: AGED PEPPERS, VINEGAR,CAYENNE PEPPER, SEASONING(SALT, DEXTROSE, ONION POWDER, DEHYDRATED CHICKEN BROTH, TOASTED SESAME OIL, NATURAL FLAVORS, DEHYDRATED GARLIC, SPICES.) SEASONING (SODIUM PHOSPHATE, MODIFIED FOOD STARCH, DEXTROSE, SALT, SUNFLOWER OIL, SPICE EXTRACTS). FRIED IN VEGETABLE OIL.",,112.0,g,,"Poultry, Chicken & Turkey",LI,,2020-04-13,2021-02-26,United States,,,
801954,1379244,"Tyson Foods, Inc.",NATURERAISED FARMS,,23700045959,"ORGANIC BONELESS, SKINLESS CHICKEN BREASTS WITH RIB MEAT, ORGANIC CHICKEN BROTH, CONTAINS 2% OR LESS OF THE FOLLOWING: ORGANIC BLACK PEPPER, ORGANIC CORN STARCH, ORGANIC DEXTROSE, ORGANIC GARLIC POWDER, ORGANIC ONION POWDER, SALT.",,84.0,g,,"Frozen Poultry, Chicken & Turkey",LI,,2020-04-15,2021-02-26,United States,,,
802185,1379475,"Tyson Foods, Inc.",WEAVER,,11200000189,"CHICKEN BREAST WITH RIB MEAT, WATER, TEXTURED SOY PROTEIN CONCENTRATE, SALT, SODIUM PHOSPHATES, SPICE EXTRACTIVES. BREADED WITH: ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, WHEAT FLOUR, SOYBEAN OIL, SALT, SPICES, MODIFIED PALM OILS, CANOLA OIL, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), DRIED ONION, DRIED GARLIC, HYDROLYZED CORN GLUTEN, PAPRIKA EXTRACT (COLOR), DRIED YEAST, TBHQ (TO HELP PROTECT FLAVOR), MALTED BARLEY FLOUR. BREADING SET IN VEGETABLE OIL.",,76.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2018-07-06,2021-02-26,United States,,,
804662,1381952,"Tyson Foods, Inc.",TYSON,,23700049162,"BONELESS, SKINLESS CHICKEN BREAST CHUNKS WITH RIB MEAT, WATER, WHEAT FLOUR, VINEGAR, AGED CAYENNE PEPPERS, SALT, CONTAINS 2% OR LESS OF THE FOLLOWING: CANOLA OIL, CARAMEL COLOR, CAROB BEAN GUM, DEHYDRATED GARLIC, DEHYDRATED ONION, DRIED YEAST, EXTRACTIVES OF PAPRIKA, GRANULATED GARLIC, GUAR GUM, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), MALTODEXTRIN, MODIFIED FOOD STARCH, NATURAL FLAVOR, OLEORESIN PAPRIKA, ONION POWDER, POLYSORBATE 80, SODIUM DIACETATE, SODIUM PHOSPHATES, SPICE EXTRACTIVES, SPICES, SUGAR, VINEGAR POWDER (MALTODEXTRIN, MODIFIED FOOD STARCH, VINEGAR), WHEAT GLUTEN, XANTHAN GUM, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2018-10-04,2021-02-26,United States,,,
806630,1383920,"Tyson Foods, Inc.",TYSON,,23700048622,"FULLY COOKED, SHAPED BREADED CHICKEN BREASTS WITH RIB MEAT: BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, WHEAT FLOUR, CORN STARCH, CONTAINS 2% OR LESS OF THE FOLLOWING: CITRIC ACID, DEXTROSE, DRIED GARLIC, DRIED ONION, EXPELLER PRESSED CANOLA OIL, EXTRACTIVES OF PAPRIKA AND TURMERIC, GARLIC POWDER, GRILL FLAVOR (FROM SUNFLOWER OIL), HONEY SOLIDS, LACTIC ACID, LEAVENING (CREAM OF TARTAR, SODIUM BICARBONATE), MALTODEXTRIN, NATURAL FLAVORS, NATURAL SMOKE FLAVOR, ONION POWDER, RICE STARCH, ROSEMARY EXTRACT (TO PROTECT FLAVOR), SALT, SPICES, SUGAR, YEAST, YEAST EXTRACT, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL. TOPPED WITH: CHEESE: CHEDDAR CHEESE (PASTEURIZED MILK, SALT, CHEESE CULTURES, ENZYMES, ANNATTO COLOR). MOZZARELLA CHEESE: PASTEURIZED PART SKIM MILK, SKIM MILK, SALT, CHEESE CULTURES, ENZYMES. BACON FLAVORED RANCH SAUCE: WATER, SOYBEAN OIL, SUGAR, MODIFIED CORN STARCH, SEASONING (BUTTERMILK POWDER, WHEY POWDER, SEASONING [MALTODEXTRIN, NATURAL FLAVORS], MODIFIED CORN STARCH, SODIUM CITRATE, DISODIUM PHOSPHATE, XANTHAN GUM), GLYCERIN, NATURAL FLAVORS, CONTAINS 2% OR LESS OF: SALT, DEHYDRATED ONION, TITANIUM DIOXIDE, DEHYDRATED GARLIC, PHOSPHORIC ACID, SEASONING (MALTODEXTRIN, SUNFLOWER OIL, NATURAL FLAVOR, MODIFIED FOOD STARCH), VINEGAR, GUM BLEND (XANTHAN GUM, GUAR GUM, SODIUM ALGINATE), SPICE, PAPRIKA. FULLY COOKED BACON PIECES: CURED WITH WATER, SALT, SUGAR, SODIUM PHOSPHATE, SODIUM ERYTHORBATE, SODIUM NITRATE. MAY CONTAIN SMOKE FLAVORING.",,64.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2018-09-10,2021-02-26,United States,,,
807811,1385101,"Tyson Foods, Inc.",TYSON,,23700048028,"FULLY COOKED, SLICED SEASONED BEEF STEAK, BEEF, WATER, SEASONING (SEA SALT, YEAST EXTRACTS, ONION POWDER, BROWN SUGAR, GARLIC POWDER, SALT, DRIED BEEF STOCK, NATURAL FLAVORS, MALTODEXTRIN, CONTAINS LESS THAN 2% NATURAL SMOKE FLAVOR, BEEF FAT), NATURAL FLAVOR, RUBBED WITH SPICE, DRIED GARLIC, DRIED ONION, YEAST EXTRACT, CORN STARCH, NATURAL FLAVORS, SALT, NATURAL SMOKE FLAVOR. BOURBON PEPPERCORN SAUCE PACKET: WATER, BROWN SUGAR, SUGAR, SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), MOLASSES, MODIFIED CORN STARCH, BOURBON, BEEF STOCK ([CONCENTRATE BEEF STOCK, WATER, SALT], NATURAL FLAVOR, CANOLA OIL, YEAST EXTRACT, SUGAR, VEGETABLE STOCK [CARROT JUICE, CELERY JUICE, ONION JUICE], COCOA POWER, BOUQUET GARNI [GARLIC, THYME, BLACK PEPPER, CLOVE, BAY LEAF, ROSEMARY OILS]), CHICKEN BROTH (CONTAINS SALT, FLAVORINGS), GARLIC POWDER, ONION POWDER, SPICES, SALT. CRISPY ONIONS PACKET: ONIONS, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUNFLOWER, SAFFLOWER AND/OR CANOLA OIL, SEASONING (GARLIC, SALT, SPICE, BROWN SUGAR, ONION, BELL PEPPER, PARSLEY).",,182.0,g,,Frozen Dinners & Entrees,LI,,2018-11-01,2021-02-26,United States,,,
808474,1385764,"Tyson Foods, Inc.",TYSON,,23700046321,"GROUND CHICKEN BREASTS WITH RIB MEAT, WATER, WHOLE WHEAT FLOUR, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CONTAINS 2% OR LESS OF THE FOLLOWING: CANOLA OIL, DRIED CHICKEN BROTH, DRIED GARLIC, DRIED ONION, MALTODEXTRIN (POTATO), NATURAL FLAVORS, PAPRIKA OLEORESIN, SALT, SOYBEAN OIL, SUGAR, TORULA YEAST, WHEAT GLUTEN, YEAST, YEAST EXTRACT, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,76.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2018-12-13,2021-02-26,United States,,,
808878,1386168,"Tyson Foods, Inc.",TYSON,,23700048660,"BONELESS, SKINLESS CHICKEN BREAST CHUNKS WITH RIB MEAT, WHEAT FLOUR, CHICKEN BROTH, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CORN STARCH, DRIED GARLIC, EXTRACTIVES OF PAPRIKA, FLAVORINGS, GARLIC POWDER, RICE STARCH, SALT, SPICE EXTRACTS, SPICES, BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2018-10-08,2021-02-26,United States,,,
812768,1390058,"Tyson Foods, Inc.",TYSON,,23700046888,"CHICKEN WING SECTIONS, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CITRIC ACID, CORN SYRUP SOLIDS, DEHYDRATED ONION, DEXTROSE, EXTRACTIVES OF PAPRIKA, GARLIC POWDER, LEMON JUICE SOLIDS, LIME OIL, MALTODEXTRIN, MODIFIED FOOD STARCH, NATURAL AND ARTIFICIAL FLAVORS, NATURAL FLAVOR, PAPRIKA, SALT, SODIUM PHOSPHATES, SPICES, VINEGAR, WHEAT FLOUR. BLANCHED IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2018-12-13,2021-02-26,United States,,,
812771,1390061,"Tyson Foods, Inc.",TYSON,,23700046475,"BEEF STEAK STRIPS, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CANOLA OIL, COCOA POWDER, COFFEE, DRIED BEEF STOCK, EXTRACTIVES OF PAPRIKA, KIWI POWDER, MALTODEXTRIN, NATURAL FLAVOR, NATURAL HARDWOOD SMOKED SUGAR, NATURAL HICKORY SMOKE FLAVOR, NATURAL SMOKE FLAVOR, SALT, SPICES, SUGAR, SUNFLOWER OIL, YEAST EXTRACT.",,84.0,g,,Other Frozen Meats,LI,,2018-12-07,2021-02-26,United States,,,
815396,1392686,"Tyson Foods, Inc.",TYSON,,23700046482,"BEEF STEAK STRIPS, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BEEF FAT, BROWN SUGAR, CANOLA OIL, CORN STARCH, DRIED BEEF BROTH, DRIED GARLIC, DRIED ONION, GUAR GUM, KIWI POWDER, MALTODEXTRIN, NATURAL FLAVORS, NATURAL SMOKE FLAVOR, OLIVE OIL, SALT, SPICES, SUNFLOWER OIL, XANTHAN GUM, YEAST EXTRACT.",,84.0,g,,Other Frozen Meats,LI,,2019-01-19,2021-02-26,United States,,,
815397,1392687,"Tyson Foods, Inc.",TYSON,,23700047601,"BONELESS, CHICKEN BREASTS WITH RIB MEAT, BLEACHED WHEAT FLOUR, WATER, WHEAT FLOUR, POTATO STICKS (POTATOES, COTTONSEED OIL, SALT), CONTAINS 2% OR LESS OF THE FOLLOWING: ANNATTO EXTRACT, AUTOLYZED YEAST EXTRACT, BUTTER (CREAM, SALT), BUTTER FLAVOR (WHEY, MALTODEXTRIN, SALT, BUTTER [CREAM, SALT], ANNATTO EXTRACT [COLOR], TURMERIC EXTRACT [COLOR]), DEXTROSE, DISODIUM INOSINATE AND DISODIUM GUANYLATE, DRIED YEAST, LEAVENING (CREAM OF TARTAR, SODIUM BICARBONATE), MODIFIED FOOD STARCH, NATURAL FLAVORS, POTATO FLAVOR (POTATO FLAVOR, AUTOLYZED YEAST EXTRACT, SUNFLOWER OIL, MALTODEXTRIN, SALT, NATURAL FLAVOR, OLIVE OIL), POTATO FLOUR, SALT, SODIUM PHOSPHATES, SOYBEAN OIL, SUGAR, SUNFLOWER OIL, TAPIOCA STARCH, TURMERIC EXTRACT, WHEAT STARCH, WHEY, YEAST EXTRACT. BREADING SET IN VEGETABLE OIL.",,82.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-01-19,2021-02-26,United States,,,
820225,1397515,"Tyson Foods, Inc.",TYSON,,23700046284,"CHICKEN WING SECTIONS, HOT SAUCE (FRESH RED RIPE PEPPERS, DISTILLED VINEGAR, SALT), WATER, CONTANS 2% OR LESS OF THE FOLLOWING: CELLULOSE GUM, CHILI PEPPER, MODIRED CORN STARCH, SALT, SEASONING (SALT, OIL OF GARLIC), SODIUM PHOSPHATES, SOYBEAN OIL, SPICE EXTRACTIVES, WHEAT FLOUR BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-05-15,2021-02-26,United States,,,
820226,1397516,"Tyson Foods, Inc.",TYSON,ANY'TIZERS,23700046536,"CHICKEN WING SECTIONS, WATER, WHEAT FLOUR, MODIFIED FOOD STARCH, SODIUM PHOSPHATES, SALT. COATED WITH: HOT SAUCE (FRESH RED RIPE PEPPERS, DISTILLED VINEGAR, SALT), WATER, SOYBEAN OIL, CHILI PEPPER, MODIFIED CORN STARCH, SALT, GARLIC POWDER, XANTHAN GUM, GUAR GUM. BLANCHED IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2021-01-22,2021-02-26,United States,,,
820227,1397517,"Tyson Foods, Inc.",TYSON,,23700046345,"WHITE MEAT CHICKEN, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CORN STARCH, DEXTROSE, DRIED GARLIC, DRIED ONION, DRIED YEAST, EXTRACTIVES OF PAPRIKA, NATURAL FLAVOR, SALT, SOYBEAN OIL, SPICES, WHEAT STARCH, WHITE WHOLE WHEAT FLOUR, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,88.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-04-18,2021-02-26,United States,,,
821348,1398638,"Tyson Foods, Inc.",TYSON,,23700049605,"GROUND WHITE CHICKEN, BLEACHED WHEAT FLOUR, WATER, CHICKEN SKIN, MODIFIED FOOD STARCH, WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: BUTTER (CREAM, SALT), BUTTERMILK POWDER, CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), CITRIC ACID, DEXTROSE, DISODIUM INOSINATE AND DISODIUM GUANYLATE, DRIED GARLIC, DRIED ONION, DRIED WHEY, DRIED YEAST, GARLIC, LACTIC ACID, MALTODEXTRIN, MEDIUM CHAIN TRIGLYCERIDES, NATURAL FLAVORS, SALT, SODIUM PHOSPHATES, SPICES, SUGAR, TAPIOCA STARCH, VINEGAR SOLIDS, WHEY, YEAST EXTRACT. FRIED IN VEGETABLE OIL.",,88.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-04-17,2021-02-26,United States,,,
821349,1398639,"Tyson Foods, Inc.",TYSON,,23700049681,"GROUND WHITE CHICKEN, WHEAT FLOUR, WATER, CHICKEN SKIN, MODIFIED FOOD STARCH, CONTAINS 2% OR LESS OF THE FOLLOWING: CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), CITRIC ACID, DEXTROSE, DISODIUM INOSINATE AND DISODIUM GUANYLATE, DRIED GARLIC, DRIED ONION, DRIED YEAST, LACTIC ACID, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), NATURAL FLAVORS, PAPRIKA EXTRACT, SALT, SODIUM PHOSPHATES, SOUR CREAM (CREAM, NONFAT MILK, CULTURES), SOUR CREAM (CULTURED CREAM, NONFAT MILK), SOYBEAN OIL, SUGAR, WHEAT GLUTEN, WHEY, YEAST EXTRACT. FRIED IN VEGETABLE OIL.",,88.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-04-17,2021-02-26,United States,,,
823665,1400955,"Tyson Foods, Inc.",TYSON,,75620556695,"GROUND CHICKEN, VINEGAR, NATURAL FLAVORINGS.",,112.0,g,,"Poultry, Chicken & Turkey",LI,,2019-07-11,2021-02-26,United States,,,
823666,1400956,"Tyson Foods, Inc.",TYSON,,23700044945,"BONELESS, SKINLESS CHICKEN BREAST STRIPS WITH RIB MEAT, WATER, BLEACHED WHEAT FLOUR, WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, DEXTROSE, DRIED GARLIC, DRIED ONION, DRIED YEAST, GARLIC POWDER, MODIFIED FOOD STARCH, NATURAL FLAVORS, PAPRIKA EXTRACT (COLOR), SALT, SODIUM PHOSPHATES, SPICES, SUGAR, TAPIOCA DEXTRIN, YEAST EXTRACT. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-07-11,2021-02-26,United States,,,
827448,1404738,"Tyson Foods, Inc.",TYSON,,23700046291,"CHICKEN WING SECTIONS, WATER, SUGAR, TOMATO PASTE, CONTAINS 2% OR LESS OF THE FOLLOWING: CARAMEL COLOR, CORN SYRUP SOLIDS, DISTILLED VINEGAR, GARLIC POWDER, HONEY, LEMON JUICE, LEMON OIL, MODIFIED FOOD STARCH, MOLASSES, OIL OF GARLIC, ONION POWDER, SALT, SMOKE FLAVOR, SODIUM PHOSPHATES, SPICES, WHEAT FLOUR, XANTHAN GUM, BLANCHED IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-08-22,2021-02-26,United States,,,
827820,1405110,"Tyson Foods, Inc.",TYSON,,23700045287,"BONELESS, SKINLESS CHICKEN THIGHS, WATER, SOY SAUCE [WATER, SOYBEANS, WHEAT, SALT, SODIUM BENZOATE (AS A PRESERVATIVE)], SUGAR, CONTAINS 2% OR LESS OF THE FOLLOWING: ARTIFICIAL FLAVOR, DISTILLED VINEGAR, GARLIC POWDER, MODIFIED FOOD STARCH, PINEAPPLE JUICE CONCENTRATE, SALT, SODIUM BENZOATE (ADDED AS A PRESERVATIVE), SODIUM PHOSPHATES, SOYBEAN OIL, SPICE, XANTHAN GUM.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-08-22,2021-02-26,United States,,,
829413,1406703,"Tyson Foods, Inc.",TYSON,,23700051028,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, CHICKEN BROTH, VINEGAR, SEA SALT, NATURAL FLAVOR.",,112.0,g,,"Poultry, Chicken & Turkey",LI,,2020-04-08,2021-02-26,United States,,,
829563,1406853,"Tyson Foods, Inc.",TYSON,,23700050410,"BONELESS, SKINLESS CHICKEN BREAST FILLETS CONTAINING UP TO 32% OF A SOLUTION OF: TERIYAKI SAUCE [WATER, SOY SAUCE (WATER, SOYBEANS, WHEAT, SALT, LACTIC ACID, SODIUM BENZOATE), SUGAR, BROWN SUGAR, GARLIC, HONEY, MODIFIED FOOD STARCH, SPICES, SESAME OIL, CONTAINS 2 PERCENT OR LESS OF THE FOLLOWING: CARAMEL (COLOR), GARLIC CHILI SAUCE (SALTED CHILI PEPPER, GARLIC, SUGAR, RICE VINEGAR, WATER, MODIFIED CORN STARCH, ACETIC ACID), GARLIC POWDER, NATURAL FLAVORS, ONION POWDER, POTASSIUM CHLORIDE, SALT, SORBIC ACID (PRESERVATIVE), SOYBEANS, VINEGAR, XANTHAN GUM], WATER, VINEGAR, SALT, SEASONING [GUM ARABIC, CHICKEN BROTH POWDER, YEAST EXTRACT, SALT, NATURAL FLAVORS (INCLUDING SMOKE FLAVOR), SUNFLOWER OIL, VEGETABLE STOCK (CARROT, ONION, CELERY), MALTODEXTRIN, VEGETABLE EXTRACT (MOLASSES)].",,112.0,g,,"Poultry, Chicken & Turkey",LI,,2020-04-08,2021-02-26,United States,,,
829591,1406881,"Tyson Foods, Inc.",TYSON,,23700047397,"BONELESS SKINLESS CHICKEN BREAST STRIPS WITH RIB MEAT, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CHICKEN BROTH, CITRIC ACID, CORN STARCH, GARLIC POWDER, NATURAL FLAVOR, ONION POWDER, PAPRIKA, SALT, SPICES, YEAST EXTRACT.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-09-25,2021-02-26,United States,,,
829652,1406942,"Tyson Foods, Inc.",TYSON,,23700050427,"BONELESS, SKINLESS CHICKEN BREAST FILLETS CONTAINING UP TO 32% OF A SOLUTION OF: TOMATO BASIL SAUCE [WATER, TOMATO PASTE, TOMATO PUREE (WATER, TOMATO PASTE), TOMATOES, MODIFIED CORN STARCH, RED WINE, SALT, GARLIC, EXTRA VIRGIN OLIVE OIL, CONTAINS 2 PERCENT OR LESS OF THE FOLLOWING: BASIL, GARLIC POWDER, MONO AND DIGLYCERIDES, NATURAL FLAVORS, ONION, ONION POWDER, PORTABELLA MUSHROOMS, RED BELL PEPPER, SODIUM BENZOATE (PRESERVATIVE), SODIUM STEAROYL LACTYLATE, SORBIC ACID (PRESERVATIVE), SPICES, SUGAR, XANTHAN GUM], WATER, VINEGAR, SALT, SEASONING [GUM ARABIC, CHICKEN BROTH POWDER, YEAST EXTRACT, SALT, NATURAL FLAVORS (INCLUDING SMOKE FLAVOR), SUNFLOWER OIL, VEGETABLE STOCK (CARROT, ONION, CELERY), MALTODEXTRIN, VEGETABLE EXTRACT (MOLASSES)].",,112.0,g,,"Poultry, Chicken & Turkey",LI,,2020-04-08,2021-02-26,United States,,,
